"Table A2P - Number of households owed a prevention duty by reason for loss, or threat of loss, of last settled homeEngland, April to June 2022",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
E12000001,North East,,,2500,,790,,70,0,10,10,40,,20,490,10,10,10,120,,50,640,190,270,90,,110,60,20,40,,70,10,30,30,,100,80,110
E12000002,North West,,,5140,,2050,,80,10,40,20,130,,50,1440,50,10,20,200,,240,1200,270,360,60,,340,270,20,50,,140,10,40,80,,130,80,270
E12000003,Yorkshire and The Humber,,,3740,,1280,,80,20,20,10,50,,20,860,20,20,20,160,,120,930,210,340,110,,110,40,20,50,,190,20,70,100,,200,90,180
E12000004,East Midlands,,,2760,,1200,,90,10,20,10,60,,20,800,10,10,10,170,,50,630,140,210,40,,140,110,10,30,,90,10,40,40,,90,30,140
E12000005,West Midlands,,,2410,,890,,30,10,20,10,50,,10,630,10,0,0,110,,90,560,130,180,80,,100,70,10,10,,130,10,30,90,,20,40,200
E12000006,East of England,,,3610,,1360,,70,20,30,10,100,,30,880,10,10,10,190,,180,910,180,230,70,,200,140,10,50,,190,60,40,90,,60,10,210
E12000007,London,,,6130,,2350,,150,20,40,80,110,,40,1330,40,20,10,500,,310,1640,110,350,80,,460,370,20,80,,150,10,40,100,,70,80,520
E12000008,South East,,,4790,,2040,,110,10,40,30,140,,50,1350,20,10,10,270,,270,1060,230,290,60,,280,220,10,50,,160,20,40,90,,90,20,290
E12000009,South West,,,3260,,1580,,80,10,20,0,60,,30,1120,20,0,10,230,,180,660,140,180,30,,110,60,20,40,,110,10,40,60,,70,10,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000223,Adur,,,17,,7,,0,0,0,0,0,,0,6,1,0,0,0,,0,4,1,2,0,,0,0,0,0,,3,1,0,2,,0,0,0
E07000026,Allerdale,,,53,,17,,0,0,0,1,2,,0,13,0,0,1,0,,0,12,5,6,1,,6,1,2,3,,1,0,0,1,,2,0,3
E07000032,Amber Valley,,,90,,30,,0,0,1,0,3,,0,20,0,1,0,5,,1,26,9,11,2,,1,0,0,1,,1,0,1,0,,0,0,9
E07000224,Arun,,,103,,57,,3,0,1,0,3,,7,40,0,0,0,3,,4,21,6,1,1,,2,1,1,0,,8,1,1,6,,2,0,1
E07000170,Ashfield,,,25,,18,,1,0,0,0,0,,0,14,0,0,0,3,,0,4,1,1,0,,0,0,0,0,,0,0,0,0,,1,0,0
E07000105,Ashford,,,53,,23,,0,0,1,0,1,,2,18,0,0,0,1,,2,13,2,8,3,,0,0,0,0,,0,0,0,0,,0,0,2
E07000200,Babergh,,,48,,17,,0,0,0,0,2,,0,10,1,0,1,3,,1,6,3,8,0,,11,10,0,1,,2,0,0,2,,0,0,0
E09000002,Barking & Dagenham,,,207,,73,,3,2,1,3,4,,0,53,1,1,0,5,,3,68,5,19,2,,2,1,0,1,,6,1,1,4,,3,14,12
E09000003,Barnet,,,219,,104,,6,1,3,0,1,,3,66,2,2,0,20,,11,39,0,23,2,,1,1,0,0,,6,0,0,6,,2,2,29
E08000016,Barnsley,,,71,,23,,2,1,1,0,1,,2,13,0,0,0,3,,0,16,1,0,0,,6,3,0,3,,4,1,2,1,,18,2,1
E07000027,Barrow-in-Furness,,,30,,18,,3,0,0,0,0,,2,11,2,0,0,0,,3,3,0,2,0,,1,1,0,0,,1,0,0,1,,0,0,2
E07000066,Basildon,,,38,,23,,0,2,0,1,1,,0,16,0,0,0,3,,1,10,1,2,0,,1,0,0,1,,0,0,0,0,,0,0,0
E07000084,Basingstoke & Deane,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000171,Bassetlaw,,,69,,44,,0,0,2,1,3,,0,33,1,0,0,4,,0,15,2,2,0,,2,1,0,1,,2,1,1,0,,1,0,1
E06000022,Bath & North East Somerset,,,51,,19,,1,0,0,0,0,,0,17,1,0,0,0,,4,5,2,5,2,,0,0,0,0,,5,0,0,5,,0,0,9
E06000055,Bedford,,,144,,66,,4,2,0,1,6,,1,46,0,0,0,6,,7,24,7,9,0,,11,6,0,5,,14,8,2,4,,0,0,6
E09000004,Bexley,,,111,,49,,1,0,0,0,2,,1,34,0,0,1,10,,1,47,1,3,1,,3,3,0,0,,0,0,0,0,,2,1,3
E08000025,Birmingham,,,489,,126,,1,1,2,1,5,,2,87,4,0,2,21,,32,134,19,9,23,,21,15,2,4,,43,2,12,29,,3,7,72
E07000129,Blaby,,,47,,13,,1,1,1,1,0,,1,8,0,0,0,0,,0,8,0,5,0,,14,12,0,2,,0,0,0,0,,1,0,6
E06000008,Blackburn with Darwen,,,152,,35,,1,0,0,1,2,,0,24,2,0,0,5,,7,49,11,13,0,,2,0,0,2,,14,1,2,11,,5,3,13
E06000009,Blackpool,,,187,,122,,13,1,2,2,17,,12,51,9,0,4,11,,5,32,2,9,1,,3,2,0,1,,4,0,3,1,,2,0,7
E07000033,Bolsover,,,62,,34,,1,0,0,0,1,,0,27,0,0,0,5,,0,17,2,5,1,,1,0,1,0,,0,0,0,0,,0,0,2
E08000001,Bolton,,,338,,86,,0,1,2,1,5,,5,52,0,2,2,16,,38,90,20,51,12,,14,7,1,6,,6,1,2,3,,1,8,12
E07000136,Boston,,,65,,24,,2,0,0,0,3,,1,16,0,1,0,1,,0,17,8,8,0,,4,2,1,1,,2,1,1,0,,1,0,1
E06000058,"Bournemouth, Christchurch and Poole",,,303,,174,,8,2,2,0,10,,4,121,1,0,1,25,,19,49,7,9,6,,3,0,1,2,,11,0,3,8,,3,0,22
E06000036,Bracknell Forest,,,87,,30,,0,0,1,0,4,,2,18,0,1,0,4,,7,20,6,4,0,,6,6,0,0,,1,0,0,1,,4,0,9
E08000032,Bradford,,,447,,142,,12,2,1,3,7,,3,80,3,9,3,19,,10,85,20,33,18,,8,0,3,5,,23,0,7,16,,56,24,28
E07000067,Braintree,,,92,,41,,5,0,0,0,2,,1,25,0,0,1,7,,5,14,7,9,1,,4,3,1,0,,7,0,1,6,,0,0,4
E07000143,Breckland,,,64,,21,,0,0,1,1,0,,2,14,1,0,0,2,,7,16,3,3,1,,2,1,1,0,,1,1,0,0,,0,0,10
E09000005,Brent,,,169,,77,,3,0,4,2,8,,1,34,0,0,0,25,,9,27,2,26,1,,1,0,0,1,,1,0,0,1,,1,0,24
E07000068,Brentwood,,,24,,9,,0,0,0,0,1,,0,5,0,0,0,3,,0,7,1,2,1,,1,0,0,1,,0,0,0,0,,2,0,1
E06000043,Brighton & Hove,,,94,,69,,3,0,0,0,3,,4,47,2,0,0,10,,2,14,2,2,1,,0,0,0,0,,1,0,1,0,,1,1,1
E06000023,Bristol,,,144,,65,,0,1,0,0,5,,3,36,1,0,0,19,,3,30,3,8,5,,4,0,1,3,,10,1,6,3,,8,4,4
E07000144,Broadland,,,20,,11,,0,0,0,0,0,,0,11,0,0,0,0,,1,6,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,1
E09000006,Bromley,,,82,,48,,0,0,2,1,3,,0,25,1,0,0,16,,1,17,3,4,3,,2,2,0,0,,0,0,0,0,,1,0,3
E07000234,Bromsgrove,,,59,,14,,0,1,2,0,0,,0,7,1,0,0,3,,0,27,4,8,0,,2,1,0,1,,2,0,0,2,,0,0,2
E07000095,Broxbourne,,,49,,18,,0,0,1,0,3,,0,14,0,0,0,0,,1,10,1,5,1,,3,3,0,0,,1,0,1,0,,0,0,9
E07000172,Broxtowe,,,49,,20,,0,0,0,0,2,,1,16,0,0,0,1,,0,14,3,6,2,,1,0,1,0,,3,0,1,2,,0,0,0
E06000060,Buckinghamshire,,,322,,110,,6,0,3,2,10,,0,70,1,1,0,17,,21,65,18,16,5,,39,34,1,4,,14,4,2,8,,5,1,28
E07000117,Burnley,,,64,,34,,2,0,1,0,1,,0,29,0,1,0,0,,2,11,5,3,0,,2,0,0,2,,1,0,1,0,,1,0,5
E08000002,Bury,,,53,,30,,0,0,0,0,1,,0,23,1,0,0,5,,1,3,0,0,0,,12,11,1,0,,5,0,1,4,,0,1,1
E08000033,Calderdale,,,115,,27,,0,1,0,0,2,,2,20,2,0,0,0,,10,24,6,16,3,,4,1,0,3,,2,0,1,1,,14,3,6
E07000008,Cambridge,,,51,,20,,1,0,0,0,1,,0,10,0,0,1,7,,2,14,1,0,1,,1,0,0,1,,9,2,4,3,,1,0,2
E09000007,Camden,,,44,,19,,1,1,0,0,2,,0,7,0,0,0,8,,3,11,1,1,2,,1,0,0,1,,2,0,2,0,,0,0,4
E07000192,Cannock Chase,,,42,,15,,1,0,0,0,2,,0,12,0,0,0,0,,0,10,4,11,0,,0,0,0,0,,0,0,0,0,,0,0,2
E07000106,Canterbury,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000028,Carlisle,,,67,,32,,2,1,0,0,2,,0,25,0,0,0,2,,1,9,8,3,0,,3,3,0,0,,3,1,1,1,,6,0,2
E07000069,Castle Point,,,17,,8,,0,1,0,1,0,,0,4,0,0,0,2,,0,7,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E06000056,Central Bedfordshire,,,126,,51,,2,0,1,0,4,,1,37,0,1,0,5,,2,40,6,8,2,,2,2,0,0,,3,0,2,1,,3,0,9
E07000130,Charnwood,,,22,,16,,0,0,0,0,0,,0,15,1,0,0,0,,0,2,1,2,0,,0,0,0,0,,1,0,0,1,,0,0,0
E07000070,Chelmsford,,,100,,28,,3,1,1,0,2,,1,14,0,0,1,5,,5,30,9,1,1,,17,16,1,0,,4,1,0,3,,0,0,5
E07000078,Cheltenham,,,35,,21,,0,0,1,0,0,,0,15,1,0,0,4,,2,6,0,1,1,,0,0,0,0,,1,0,1,0,,2,1,0
E07000177,Cherwell,,,58,,31,,1,0,0,0,1,,2,19,0,0,0,8,,0,15,1,7,1,,1,1,0,0,,1,0,1,0,,0,1,0
E06000049,Cheshire East,,,220,,108,,2,0,2,1,8,,0,84,0,0,0,11,,4,48,9,10,0,,18,16,1,1,,3,0,2,1,,1,0,19
E06000050,Cheshire West & Chester,,,203,,90,,4,0,1,1,4,,3,57,3,1,0,16,,4,49,10,9,1,,8,3,2,3,,5,1,2,2,,4,2,21
E07000034,Chesterfield,,,81,,38,,1,0,0,0,4,,1,30,1,0,1,0,,2,25,3,6,0,,3,2,1,0,,1,0,1,0,,0,0,3
E07000225,Chichester,,,41,,12,,0,0,0,0,0,,0,11,0,0,0,1,,5,14,3,1,0,,2,1,0,1,,1,0,0,1,,0,0,3
E07000118,Chorley,,,60,,23,,0,1,0,0,1,,0,16,0,0,0,5,,12,15,2,4,1,,1,0,1,0,,1,0,0,1,,0,0,1
E09000001,City of London,,,1,,1,,0,0,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E07000071,Colchester,,,93,,46,,2,2,4,0,5,,1,29,1,0,0,2,,6,20,2,2,2,,3,2,0,1,,9,0,0,9,,0,2,1
E07000029,Copeland,,,38,,5,,0,0,1,0,0,,1,3,0,0,0,0,,1,16,9,3,0,,1,0,1,0,,1,0,1,0,,0,0,2
E06000052,Cornwall,,,426,,226,,7,1,3,0,8,,5,189,2,0,1,10,,15,79,8,31,3,,8,5,3,0,,24,3,7,14,,18,0,14
E07000079,Cotswold,,,35,,11,,0,0,0,0,0,,0,10,0,0,0,1,,3,7,2,3,1,,6,1,3,2,,0,0,0,0,,1,0,1
E08000026,Coventry,,,189,,77,,2,1,4,1,10,,2,41,0,1,0,15,,6,25,4,3,7,,14,7,4,3,,20,4,4,12,,3,10,20
E07000163,Craven,,,20,,6,,1,0,0,0,0,,0,4,0,0,1,0,,0,7,0,0,0,,5,5,0,0,,0,0,0,0,,1,0,1
E07000226,Crawley,,,73,,39,,0,0,0,2,1,,0,30,0,1,0,5,,3,18,3,5,1,,0,0,0,0,,1,0,0,1,,0,0,3
E09000008,Croydon,,,210,,95,,1,0,1,1,5,,0,43,1,0,0,43,,3,82,1,0,0,,7,0,1,6,,11,0,3,8,,1,0,10
E07000096,Dacorum,,,99,,30,,0,0,0,0,2,,0,18,0,1,1,8,,8,27,2,7,4,,6,3,1,2,,2,1,0,1,,0,1,12
E06000005,Darlington,,,163,,53,,1,0,0,0,3,,2,39,1,0,1,6,,0,46,7,4,1,,14,6,5,3,,5,1,3,1,,31,1,1
E07000107,Dartford,,,76,,34,,2,0,0,1,2,,0,26,0,1,0,2,,2,26,1,6,1,,2,1,0,1,,3,1,1,1,,1,0,0
E06000015,Derby,,,382,,108,,9,0,5,4,7,,2,68,1,1,4,7,,10,128,24,40,7,,8,6,0,2,,27,3,17,7,,11,11,8
E07000035,Derbyshire Dales,,,43,,13,,0,0,0,0,0,,0,11,0,0,0,2,,1,16,5,5,1,,0,0,0,0,,1,0,1,0,,1,0,0
E08000017,Doncaster,,,144,,75,,0,2,1,0,0,,0,65,0,1,0,6,,2,22,0,10,4,,1,0,1,0,,11,7,3,1,,12,2,5
E06000059,Dorset,,,165,,81,,2,0,1,0,2,,0,57,0,1,1,17,,14,40,8,10,1,,3,3,0,0,,1,0,0,1,,1,0,6
E07000108,Dover,,,87,,45,,3,0,1,0,2,,1,29,3,0,0,6,,11,14,7,1,1,,1,0,1,0,,2,0,0,2,,0,0,5
E08000027,Dudley,,,39,,19,,1,0,2,1,0,,1,13,0,0,0,1,,0,4,4,3,0,,4,4,0,0,,0,0,0,0,,0,1,4
E06000047,Durham,,,329,,136,,17,0,1,1,5,,4,103,0,0,0,5,,4,80,21,41,8,,4,3,0,1,,12,1,8,3,,16,0,7
E09000009,Ealing,,,388,,183,,15,2,3,7,10,,3,102,6,2,5,28,,21,85,4,18,10,,20,17,2,1,,7,0,2,5,,7,7,26
E07000009,East Cambridgeshire,,,67,,27,,1,0,1,0,1,,3,20,1,0,0,0,,3,20,3,3,0,,2,1,0,1,,0,0,0,0,,4,0,5
E07000040,East Devon,,,113,,46,,2,1,1,0,0,,1,38,1,0,1,1,,11,31,10,4,0,,4,0,0,4,,5,1,0,4,,1,0,1
E07000085,East Hampshire,,,55,,21,,1,0,0,0,0,,0,16,0,1,0,3,,2,14,8,6,0,,2,1,0,1,,0,0,0,0,,1,0,1
E07000242,East Hertfordshire,,,63,,23,,0,1,0,0,1,,0,18,0,0,0,3,,4,18,3,4,0,,6,4,0,2,,0,0,0,0,,0,0,5
E07000137,East Lindsey,,,93,,39,,4,0,0,0,4,,2,22,0,0,0,7,,4,17,3,7,0,,9,6,0,3,,6,1,4,1,,4,0,4
E06000011,East Riding of Yorkshire,,,62,,25,,1,0,0,0,1,,0,4,0,0,0,19,,8,11,5,4,0,,2,1,1,0,,1,0,0,1,,3,0,3
E07000193,East Staffordshire,,,19,,6,,1,0,0,0,0,,0,4,0,0,0,1,,7,2,0,0,0,,0,0,0,0,,1,1,0,0,,0,0,3
E07000244,East Suffolk,,,190,,87,,4,0,1,0,8,,2,62,0,0,0,10,,9,31,11,16,3,,12,7,1,4,,9,2,3,4,,3,0,9
E07000061,Eastbourne,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000086,Eastleigh,,,47,,23,,0,0,0,0,2,,0,20,0,0,0,1,,4,10,4,4,0,,0,0,0,0,,2,0,1,1,,0,0,0
E07000030,Eden,,,26,,6,,0,0,0,0,0,,0,2,0,0,0,4,,2,3,7,5,0,,2,1,0,1,,0,0,0,0,,0,1,0
E07000207,Elmbridge,,,50,,20,,0,0,0,0,1,,0,15,1,0,0,3,,5,12,0,6,2,,1,1,0,0,,0,0,0,0,,0,0,4
E09000010,Enfield,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000072,Epping Forest,,,61,,26,,3,1,0,0,3,,0,14,0,0,0,5,,4,18,7,3,2,,0,0,0,0,,0,0,0,0,,0,0,1
E07000208,Epsom & Ewell,,,17,,10,,1,0,0,0,0,,0,6,0,0,0,3,,1,4,0,1,0,,0,0,0,0,,0,0,0,0,,0,0,1
E07000036,Erewash,,,37,,19,,0,0,2,1,0,,0,14,0,0,0,2,,0,10,2,1,0,,1,1,0,0,,2,0,1,1,,0,0,2
E07000041,Exeter,,,148,,41,,1,0,2,0,3,,1,30,1,0,0,3,,5,43,11,10,1,,5,2,1,2,,12,5,5,2,,5,0,15
E07000087,Fareham,,,37,,17,,0,0,0,0,2,,0,14,0,0,0,1,,2,8,1,0,0,,3,3,0,0,,0,0,0,0,,0,0,6
E07000010,Fenland,,,50,,21,,0,0,1,0,2,,1,15,0,0,0,2,,4,11,3,3,0,,3,2,1,0,,2,0,0,2,,1,0,2
E07000112,Folkestone & Hythe,,,87,,34,,2,1,0,0,2,,0,26,1,0,0,2,,2,13,1,4,2,,4,2,0,2,,3,0,2,1,,19,0,5
E07000080,Forest of Dean,,,39,,16,,0,0,0,0,0,,0,10,0,0,0,6,,5,10,2,2,1,,0,0,0,0,,1,0,0,1,,0,0,2
E07000119,Fylde,,,35,,26,,0,0,1,0,1,,0,20,0,0,0,4,,0,6,2,0,0,,1,1,0,0,,0,0,0,0,,0,0,0
E08000037,Gateshead,,,286,,64,,2,1,1,0,4,,5,40,1,0,1,9,,1,68,21,63,9,,12,5,1,6,,14,2,6,6,,2,12,20
E07000173,Gedling,,,60,,32,,1,0,0,0,1,,1,26,1,0,0,2,,2,10,1,5,1,,2,2,0,0,,1,0,1,0,,2,0,4
E07000081,Gloucester,,,131,,62,,1,1,0,0,1,,1,42,2,0,1,13,,4,30,3,18,0,,2,1,0,1,,4,1,1,2,,2,2,4
E07000088,Gosport,,,84,,38,,1,0,0,0,3,,2,27,0,0,0,5,,0,24,5,4,1,,2,2,0,0,,2,0,1,1,,3,0,5
E07000109,Gravesham,,,76,,26,,1,0,0,1,2,,0,18,0,0,0,4,,2,19,0,1,0,,13,11,0,2,,2,0,0,2,,1,0,12
E07000145,Great Yarmouth,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E09000011,Greenwich,,,179,,65,,7,0,0,1,9,,1,26,0,0,2,19,,1,61,1,6,3,,17,10,0,7,,12,0,3,9,,4,3,6
E07000209,Guildford,,,47,,12,,0,0,0,0,1,,1,10,0,0,0,0,,4,13,5,4,0,,0,0,0,0,,6,0,0,6,,1,0,2
E09000012,Hackney,,,221,,64,,3,0,2,1,2,,0,36,2,0,1,17,,7,54,5,12,1,,22,19,3,0,,7,0,2,5,,3,2,44
E06000006,Halton,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000164,Hambleton,,,34,,12,,0,0,0,1,0,,0,8,1,0,0,2,,3,10,3,0,0,,0,0,0,0,,0,0,0,0,,1,0,5
E09000013,Hammersmith & Fulham,,,128,,41,,2,0,0,1,3,,2,27,0,1,0,5,,3,45,4,5,0,,6,3,2,1,,1,0,0,1,,6,2,15
E07000131,Harborough,,,15,,10,,0,0,0,0,0,,1,8,0,0,0,1,,0,3,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E09000014,Haringey,,,391,,159,,58,2,3,7,10,,5,45,0,1,0,28,,26,109,4,23,3,,7,6,0,1,,11,2,1,8,,16,6,27
E07000073,Harlow,,,53,,20,,1,0,0,0,1,,0,16,0,0,0,2,,0,22,1,4,1,,1,0,0,1,,2,0,1,1,,0,1,1
E07000165,Harrogate,,,93,,45,,2,0,3,0,1,,2,27,1,0,0,9,,6,20,5,1,1,,2,1,0,1,,3,0,1,2,,2,0,8
E09000015,Harrow,,,93,,50,,5,0,1,3,5,,0,28,2,0,0,6,,14,13,1,5,0,,2,1,0,1,,1,0,0,1,,0,0,7
E07000089,Hart,,,12,,9,,0,0,0,0,1,,0,7,0,0,0,1,,0,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,2
E06000001,Hartlepool,,,63,,27,,7,0,1,0,1,,1,13,0,0,0,4,,1,10,5,7,2,,2,2,0,0,,1,0,1,0,,0,7,1
E07000062,Hastings,,,142,,78,,3,0,0,2,6,,1,56,0,0,0,10,,10,17,4,14,5,,1,1,0,0,,5,1,0,4,,0,1,7
E07000090,Havant,,,75,,18,,1,0,0,0,0,,0,17,0,0,0,0,,20,17,8,5,0,,1,0,0,1,,1,0,0,1,,0,1,4
E09000016,Havering,,,374,,140,,5,2,0,7,6,,1,95,2,1,1,20,,8,111,18,24,7,,6,2,2,2,,8,1,0,7,,5,3,44
E06000019,Herefordshire,,,161,,67,,1,1,2,0,4,,1,50,1,0,0,7,,4,34,13,10,8,,7,5,1,1,,2,0,1,1,,0,0,16
E07000098,Hertsmere,,,90,,25,,2,0,1,0,4,,0,10,0,0,0,8,,4,26,8,12,3,,2,1,0,1,,2,0,1,1,,2,0,6
E07000037,High Peak,,,41,,17,,0,0,0,0,2,,0,15,0,0,0,0,,3,12,2,4,0,,0,0,0,0,,1,0,1,0,,1,0,1
E09000017,Hillingdon,,,303,,72,,0,0,0,0,1,,0,66,3,0,0,2,,62,76,4,31,10,,4,1,0,3,,22,0,1,21,,0,8,14
E07000132,Hinckley & Bosworth,,,47,,27,,2,0,1,0,1,,0,17,0,0,0,6,,0,13,3,0,0,,0,0,0,0,,2,0,1,1,,1,0,1
E07000227,Horsham,,,44,,22,,2,1,1,1,1,,0,12,0,0,0,4,,0,10,1,0,0,,8,6,0,2,,2,0,0,2,,0,0,1
E09000018,Hounslow,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000011,Huntingdonshire,,,120,,26,,0,1,1,0,5,,1,14,0,0,0,4,,11,32,4,9,10,,13,11,2,0,,3,0,1,2,,5,0,7
E07000120,Hyndburn,,,35,,19,,2,0,0,0,3,,1,9,1,0,0,3,,6,2,3,2,0,,1,1,0,0,,1,0,0,1,,0,0,1
E07000202,Ipswich,,,255,,91,,3,1,5,3,6,,4,55,0,0,0,14,,10,65,18,10,5,,16,7,0,9,,25,7,5,13,,9,0,6
E06000046,Isle of Wight,,,101,,60,,4,0,0,0,3,,2,41,2,0,1,7,,14,15,5,2,0,,2,1,0,1,,2,0,1,1,,1,0,0
E06000053,Isles of Scilly,,,0,,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E09000019,Islington,,,186,,13,,0,0,0,0,0,,0,0,0,0,0,13,,17,77,1,18,3,,7,0,0,7,,14,0,14,0,,2,0,34
E09000020,Kensington & Chelsea,,,93,,23,,1,1,1,0,1,,0,15,0,2,1,1,,2,22,1,6,0,,20,20,0,0,,9,6,3,0,,0,2,8
E07000146,King's Lynn & West Norfolk,,,49,,25,,2,0,0,0,0,,0,18,0,2,0,3,,0,8,3,1,1,,4,4,0,0,,4,1,3,0,,0,0,3
E06000010,Kingston upon Hull,,,418,,129,,6,2,11,4,12,,3,80,5,0,0,6,,17,96,18,47,10,,15,3,6,6,,40,4,24,12,,20,9,17
E09000021,Kingston upon Thames,,,36,,23,,1,0,0,0,0,,0,18,0,0,0,4,,0,10,0,1,0,,0,0,0,0,,0,0,0,0,,0,0,2
E08000034,Kirklees,,,242,,65,,4,0,1,1,4,,2,48,0,0,0,5,,4,73,7,11,9,,8,4,0,4,,20,1,3,16,,3,16,26
E08000011,Knowsley,,,152,,46,,3,2,0,0,1,,0,36,0,0,0,4,,0,50,12,15,1,,10,9,0,1,,2,0,0,2,,4,9,3
E09000022,Lambeth,,,320,,130,,2,5,0,35,2,,1,71,0,0,0,14,,2,69,3,28,2,,66,64,0,2,,4,3,0,1,,1,2,13
E07000121,Lancaster,,,146,,48,,2,1,1,3,0,,1,31,0,0,0,9,,9,23,12,7,6,,14,10,1,3,,6,0,2,4,,6,0,15
E08000035,Leeds,,,841,,217,,7,4,1,1,9,,2,164,3,4,2,20,,22,255,69,115,32,,10,3,1,6,,41,3,6,32,,36,22,22
