"Table  P2 - Number of households whose prevention duty ended by type of accommodation securedEngland, April to June 2020",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
E06000037,West Berkshire,,18,,9,8,1,0,,7,0,5,2,,2,0,0,0,0
E07000047,West Devon,,41,,15,10,5,0,,24,0,24,0,,1,0,1,0,0
E07000127,West Lancashire,,3,,0,0,0,0,,3,3,0,0,,0,0,0,0,0
E07000142,West Lindsey,,21,,12,12,0,0,,7,0,7,0,,2,0,0,0,0
E07000181,West Oxfordshire,,16,,5,4,1,0,,9,0,9,0,,1,0,0,0,1
E07000245,West Suffolk,,32,,9,9,0,0,,21,3,17,1,,2,0,0,0,0
E09000033,Westminster,,71,,61,60,1,0,,6,2,1,3,,2,0,0,2,0
E08000010,Wigan,,48,,14,13,1,0,,29,27,1,1,,3,0,0,0,2
E06000054,Wiltshire,,129,,33,29,2,2,,89,18,24,47,,4,2,1,0,0
E07000094,Winchester,,27,,14,12,2,0,,10,4,4,2,,1,0,0,2,0
E06000040,Windsor and Maidenhead,,14,,11,10,1,0,,3,1,1,1,,0,0,0,0,0
E08000015,Wirral,,35,,13,13,0,0,,22,0,21,1,,0,0,0,0,0
E07000217,Woking,,17,,14,14,0,0,,3,2,1,0,,0,0,0,0,0
E06000041,Wokingham,,8,,5,3,2,0,,3,0,2,1,,0,0,0,0,0
E08000031,Wolverhampton,,42,,24,20,4,0,,12,7,4,1,,3,2,0,0,1
E07000237,Worcester,,36,,8,5,3,0,,17,0,12,5,,9,1,0,1,0
E07000229,Worthing,,14,,9,9,0,0,,2,0,1,1,,1,1,0,0,1
E07000238,Wychavon,,21,,10,8,1,1,,5,0,5,0,,4,1,0,1,0
E07000128,Wyre,,53,,34,29,5,0,,14,0,9,5,,2,2,1,0,0
E07000239,Wyre Forest,,22,,11,10,1,0,,9,0,6,3,,1,0,0,0,1
E06000014,York,,51,,26,20,5,1,,15,1,4,10,,6,2,0,2,0
,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,
1,"Totals include estimates for Allerdale, Charnwood, Dartford, Harrogate, Hounslow, Newark and Sherwood, Newham, North Lincolnshire, Somerset West and Taunton, South Tyneside, Bromley, East Cambridgeshire, Lancaster, Redbridge who did not provide duty end data this quarter but have provided figures in previous quarters. These values were used to derive estimates.",,,,,,,,,,,,,,,,,,
2,Not known refers to missing information,,,,,,,,,,,,,,,,,,
,Figures are presented rounded to the nearest 10 households.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source,,,,,,,,,,,, ,,,,,,,
,MHCLG  H-CLIC Homelessness returns (quarterly),,,,,,,,,,,,,,,,,,
,Email: homelessnessstats@communities.gov.uk,,,,,,,,,,,,,,,,,,
,Latest update: January 2021,,,,,,,,,,,,,,,,,,
,Next update: Spring 2021,,,,,,,,,,,,,,,,,,
