"Table  P2 - Number of households whose prevention duty ended by type of accommodation securedEngland, October to December 2022",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
,,,,,Private rented sector,,,,,Social rented sector,,,,,Staying with family,Staying with friends,Owner-occupier,Other,Not known6
,,,,,,,,,,,,,,,,,,,Number of households
,,,Total number of households whose prevention duty ended with accommodation secured1,,Private rented sector,,,,,Social rented sector,,,,,Staying with family,Staying with friends,Owner-occupier,Other,Not known2
,,,,,Total PRS,Of which:,,,,Total SRS,Of which:,,,,,,,,
,,,,,,Self-contained,House in multiple occupation (HMO),Lodging (not with family or friends),,,Council tenancy,Registered Provider tenancy,Supported housing or hostel,,,,,,
E07000237,Worcester,,38,,7,7,0,0,,29,0,24,5,,1,1,0,0,0
E07000229,Worthing,,16,,12,12,0,0,,4,0,1,3,,0,0,0,0,0
E07000238,Wychavon,,19,,2,1,1,0,,17,1,16,0,,0,0,0,0,0
E07000128,Wyre,,50,,22,21,1,0,,24,0,18,6,,0,0,1,3,0
E07000239,Wyre Forest,,14,,1,1,0,0,,12,0,11,1,,1,0,0,0,0
E06000014,York,,59,,24,19,4,1,,15,2,3,10,,9,7,1,1,2
,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,
1,"Totals include estimates for Boston, Brent, Cambridge, Dudley, East Lindsey, East Riding of Yorkshire, Enfield, Halton, Havant, Hounslow, Milton Keynes, Newham, North Lincolnshire, Plymouth, Preston, Rugby, Wolverhampton, who did not provide accurate data this quarter but have provided figures in previous quarters. These values were used to derive estimates.",,,,,,,,,,,,,,,,,,
2,Not known refers to missing information.,,,,,,,,,,,,,,,,,,
,Figures are presented rounded to the nearest 10 households.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source,,,,,,,,,,,, ,,,,,,,
,DLUHC  H-CLIC Homelessness returns (quarterly),,,,,,,,,,,,,,,,,,
,Email: homelessnessstats@levellingup.gov.uk,,,,,,,,,,,,,,,,,,
,Latest update: May 2023,,,,,,,,,,,,,,,,,,
,Next update: Summer 2023,,,,,,,,,,,,,,,,,,
