"Table  P2 - Number of households whose prevention duty ended by type of accommodation securedEngland, July to September 2020",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
E06000037,West Berkshire,,37,,20,20,0,0,,12,0,10,2,,2,0,0,3,0
E07000047,West Devon,,31,,16,13,3,0,,13,0,13,0,,1,1,0,0,0
E07000127,West Lancashire,,6,,1,1,0,0,,5,5,0,0,,0,0,0,0,0
E07000142,West Lindsey,,45,,16,14,2,0,,24,0,21,3,,4,1,0,0,0
E07000181,West Oxfordshire,,6,,1,1,0,0,,5,1,4,0,,0,0,0,0,0
E07000245,West Suffolk,,42,,12,11,0,1,,28,3,21,4,,1,0,0,1,0
E09000033,Westminster,,73,,57,54,2,1,,8,6,2,0,,7,0,0,1,0
E08000010,Wigan,,61,,12,11,1,0,,42,36,2,4,,4,0,0,3,0
E06000054,Wiltshire,,124,,37,33,2,2,,75,6,25,44,,4,3,0,5,0
E07000094,Winchester,,38,,20,18,2,0,,14,3,8,3,,2,1,0,1,0
E06000040,Windsor and Maidenhead,,21,,15,12,2,1,,4,0,4,0,,0,0,1,1,0
E08000015,Wirral,,25,,9,8,1,0,,16,0,15,1,,0,0,0,0,0
E07000217,Woking,,35,,26,24,2,0,,4,3,0,1,,4,0,0,0,1
E06000041,Wokingham,,14,,11,9,1,1,,2,0,2,0,,1,0,0,0,0
E08000031,Wolverhampton,,70,,24,22,2,0,,33,19,11,3,,10,2,0,0,1
E07000237,Worcester,,49,,14,9,5,0,,24,0,19,5,,7,2,1,1,0
E07000229,Worthing,,14,,11,11,0,0,,2,0,1,1,,0,1,0,0,0
E07000238,Wychavon,,20,,5,4,1,0,,11,0,11,0,,1,0,1,1,1
E07000128,Wyre,,35,,17,15,2,0,,13,0,8,5,,2,1,1,0,1
E07000239,Wyre Forest,,41,,8,8,0,0,,30,0,29,1,,1,0,0,1,1
E06000014,York,,59,,36,25,9,2,,11,5,3,3,,8,1,0,2,1
,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,
1,"Totals include Bexley, Charnwood, Dartford, East Lindsey, Eastbourne, Harrogate, Hounslow, Lancaster, Newark and Sherwood, Southend-on-Sea who did not provide accurate data this quarter but have provided figures in previous quarters. These values were used to derive estimates.",,,,,,,,,,,,,,,,,,
2,Not known refers to missing information,,,,,,,,,,,,,,,,,,
,Figures are presented rounded to the nearest 10 households.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source,,,,,,,,,,,, ,,,,,,,
,MHCLG  H-CLIC Homelessness returns (quarterly),,,,,,,,,,,,,,,,,,
,Email: homelessnessstats@communities.gov.uk,,,,,,,,,,,,,,,,,,
,Latest update: April 2021,,,,,,,,,,,,,,,,,,
,Next update: Summer 2021,,,,,,,,,,,,,,,,,,
