"Table  P2 - Number of households whose prevention duty ended by type of accommodation securedEngland, October to December 2020",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
E06000037,West Berkshire,,31,,9,8,1,0,,19,1,15,3,,2,0,0,1,0
E07000047,West Devon,,58,,26,22,3,1,,25,1,24,0,,4,0,3,0,0
E07000127,West Lancashire,,9,,1,0,1,0,,8,6,2,0,,0,0,0,0,0
E07000142,West Lindsey,,47,,13,10,3,0,,30,0,26,4,,2,1,0,1,0
E07000181,West Oxfordshire,,9,,0,0,0,0,,9,0,9,0,,0,0,0,0,0
E07000245,West Suffolk,,45,,11,10,0,1,,32,3,26,3,,1,0,0,1,0
E09000033,Westminster,,73,,68,62,5,1,,3,0,3,0,,0,0,0,2,0
E08000010,Wigan,,64,,15,10,4,1,,35,23,8,4,,7,1,0,1,5
E06000054,Wiltshire,,192,,31,28,3,0,,135,17,64,54,,17,2,1,4,2
E07000094,Winchester,,29,,13,10,2,1,,12,6,4,2,,3,0,0,1,0
E06000040,Windsor and Maidenhead,,33,,25,18,6,1,,6,0,6,0,,2,0,0,0,0
E08000015,Wirral,,25,,6,6,0,0,,19,0,19,0,,0,0,0,0,0
E07000217,Woking,,19,,13,12,0,1,,4,4,0,0,,1,0,0,1,0
E06000041,Wokingham,,16,,10,7,2,1,,5,4,1,0,,0,0,1,0,0
E08000031,Wolverhampton,,83,,35,29,6,0,,37,27,6,4,,7,2,1,0,1
E07000237,Worcester,,37,,7,6,1,0,,23,0,21,2,,7,0,0,0,0
E07000229,Worthing,,12,,7,7,0,0,,3,0,1,2,,1,0,0,1,0
E07000238,Wychavon,,30,,3,3,0,0,,23,0,23,0,,4,0,0,0,0
E07000128,Wyre,,62,,26,26,0,0,,30,0,19,11,,1,4,1,0,0
E07000239,Wyre Forest,,35,,5,4,1,0,,30,1,25,4,,0,0,0,0,0
E06000014,York,,64,,28,21,6,1,,14,2,5,7,,19,2,1,0,0
,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,
1,"Totals include Dartford,Harrogate,Hounslow,King's Lynn and West Norfolk,Lancaster  who did not provide accurate data this quarter but have provided figures in previous quarters. These values were used to derive estimates.",,,,,,,,,,,,,,,,,,
2,Not known refers to missing information,,,,,,,,,,,,,,,,,,
,Figures are presented rounded to the nearest 10 households.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source,,,,,,,,,,,, ,,,,,,,
,MHCLG  H-CLIC Homelessness returns (quarterly),,,,,,,,,,,,,,,,,,
,Email: homelessnessstats@communities.gov.uk,,,,,,,,,,,,,,,,,,
,Latest update: July 2021,,,,,,,,,,,,,,,,,,
,Next update: Autumn 2021,,,,,,,,,,,,,,,,,,
